codigo_ponto;perfuracao__data;perfuracao__profundidade_final_m;perfuracao__metodo;boca_do_tubo__data;boca_do_tubo__diametro_pol;profundidade_util__data;url_detalhe;html_local;imagem_origem_url;imagem_local;updated_at_utc
2900032638;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032638;data/raw/html_pocos/2900032638.html;;;2026-04-10T17:27:55.931541+00:00
2900032638;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032638;data/raw/html_pocos/2900032638.html;;;2026-04-10T17:27:55.931541+00:00
2900032639;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032639;data/raw/html_pocos/2900032639.html;;;2026-04-10T17:27:56.321760+00:00
2900032639;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900032639;data/raw/html_pocos/2900032639.html;;;2026-04-10T17:27:56.321760+00:00
2900033733;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033733;data/raw/html_pocos/2900033733.html;;;2026-04-10T17:27:56.711666+00:00
2900033733;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033733;data/raw/html_pocos/2900033733.html;;;2026-04-10T17:27:56.711666+00:00
2900033942;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033942;data/raw/html_pocos/2900033942.html;;;2026-04-10T17:27:57.109834+00:00
2900033942;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033942;data/raw/html_pocos/2900033942.html;;;2026-04-10T17:27:57.109834+00:00
2900033943;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033943;data/raw/html_pocos/2900033943.html;;;2026-04-10T17:27:57.509611+00:00
2900033943;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033943;data/raw/html_pocos/2900033943.html;;;2026-04-10T17:27:57.509611+00:00
2900033944;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033944;data/raw/html_pocos/2900033944.html;;;2026-04-10T17:27:57.905489+00:00
2900033944;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033944;data/raw/html_pocos/2900033944.html;;;2026-04-10T17:27:57.905489+00:00
2900033945;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033945;data/raw/html_pocos/2900033945.html;;;2026-04-10T17:27:58.301687+00:00
2900033945;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033945;data/raw/html_pocos/2900033945.html;;;2026-04-10T17:27:58.301687+00:00
2900033946;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033946;data/raw/html_pocos/2900033946.html;;;2026-04-10T17:27:58.698132+00:00
2900033946;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033946;data/raw/html_pocos/2900033946.html;;;2026-04-10T17:27:58.698132+00:00
2900033947;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033947;data/raw/html_pocos/2900033947.html;;;2026-04-10T17:27:59.095663+00:00
2900033947;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033947;data/raw/html_pocos/2900033947.html;;;2026-04-10T17:27:59.095663+00:00
2900033948;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033948;data/raw/html_pocos/2900033948.html;;;2026-04-10T17:27:59.496384+00:00
2900033948;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900033948;data/raw/html_pocos/2900033948.html;;;2026-04-10T17:27:59.496384+00:00
2900034848;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900034848;data/raw/html_pocos/2900034848.html;;;2026-04-10T17:27:59.895397+00:00
2900034848;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900034848;data/raw/html_pocos/2900034848.html;;;2026-04-10T17:27:59.895397+00:00
2900034849;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900034849;data/raw/html_pocos/2900034849.html;;;2026-04-10T17:28:00.298541+00:00
2900034849;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900034849;data/raw/html_pocos/2900034849.html;;;2026-04-10T17:28:00.298541+00:00
2900035630;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035630;data/raw/html_pocos/2900035630.html;;;2026-04-10T17:28:00.691034+00:00
2900035630;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035630;data/raw/html_pocos/2900035630.html;;;2026-04-10T17:28:00.691034+00:00
2900035631;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035631;data/raw/html_pocos/2900035631.html;;;2026-04-10T17:28:01.101433+00:00
2900035631;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035631;data/raw/html_pocos/2900035631.html;;;2026-04-10T17:28:01.101433+00:00
2900035679;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035679;data/raw/html_pocos/2900035679.html;;;2026-04-10T17:28:01.511077+00:00
2900035679;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035679;data/raw/html_pocos/2900035679.html;;;2026-04-10T17:28:01.511077+00:00
2900035680;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035680;data/raw/html_pocos/2900035680.html;;;2026-04-10T17:28:01.919892+00:00
2900035680;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900035680;data/raw/html_pocos/2900035680.html;;;2026-04-10T17:28:01.919892+00:00
2900001170;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001170;data/raw/html_pocos/2900001170.html;;;2026-04-10T17:28:02.317547+00:00
2900001170;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001170;data/raw/html_pocos/2900001170.html;;;2026-04-10T17:28:02.317547+00:00
2900001523;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001523;data/raw/html_pocos/2900001523.html;;;2026-04-10T17:28:02.729072+00:00
2900001523;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900001523;data/raw/html_pocos/2900001523.html;;;2026-04-10T17:28:02.729072+00:00
2900005856;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900005856;data/raw/html_pocos/2900005856.html;;;2026-04-10T17:28:03.133329+00:00
2900005856;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900005856;data/raw/html_pocos/2900005856.html;;;2026-04-10T17:28:03.133329+00:00
2900006112;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006112;data/raw/html_pocos/2900006112.html;;;2026-04-10T17:28:03.532005+00:00
2900006112;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900006112;data/raw/html_pocos/2900006112.html;;;2026-04-10T17:28:03.532005+00:00
2900007563;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007563;data/raw/html_pocos/2900007563.html;;;2026-04-10T17:28:03.926473+00:00
2900007563;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007563;data/raw/html_pocos/2900007563.html;;;2026-04-10T17:28:03.926473+00:00
2900007564;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007564;data/raw/html_pocos/2900007564.html;;;2026-04-10T17:28:04.324785+00:00
2900007564;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007564;data/raw/html_pocos/2900007564.html;;;2026-04-10T17:28:04.324785+00:00
2900007565;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007565;data/raw/html_pocos/2900007565.html;;;2026-04-10T17:28:04.723225+00:00
2900007565;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007565;data/raw/html_pocos/2900007565.html;;;2026-04-10T17:28:04.723225+00:00
2900007566;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007566;data/raw/html_pocos/2900007566.html;;;2026-04-10T17:28:05.158394+00:00
2900007566;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007566;data/raw/html_pocos/2900007566.html;;;2026-04-10T17:28:05.158394+00:00
2900007567;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007567;data/raw/html_pocos/2900007567.html;;;2026-04-10T17:28:05.562640+00:00
2900007567;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007567;data/raw/html_pocos/2900007567.html;;;2026-04-10T17:28:05.562640+00:00
2900007568;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007568;data/raw/html_pocos/2900007568.html;;;2026-04-10T17:28:05.964618+00:00
2900007568;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007568;data/raw/html_pocos/2900007568.html;;;2026-04-10T17:28:05.964618+00:00
2900007569;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007569;data/raw/html_pocos/2900007569.html;;;2026-04-10T17:28:06.366028+00:00
2900007569;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007569;data/raw/html_pocos/2900007569.html;;;2026-04-10T17:28:06.366028+00:00
2900007570;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007570;data/raw/html_pocos/2900007570.html;;;2026-04-10T17:28:06.763457+00:00
2900007570;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007570;data/raw/html_pocos/2900007570.html;;;2026-04-10T17:28:06.763457+00:00
2900007571;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007571;data/raw/html_pocos/2900007571.html;;;2026-04-10T17:28:07.163096+00:00
2900007571;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007571;data/raw/html_pocos/2900007571.html;;;2026-04-10T17:28:07.163096+00:00
2900007572;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007572;data/raw/html_pocos/2900007572.html;;;2026-04-10T17:28:07.563122+00:00
2900007572;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007572;data/raw/html_pocos/2900007572.html;;;2026-04-10T17:28:07.563122+00:00
2900007573;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007573;data/raw/html_pocos/2900007573.html;;;2026-04-10T17:28:07.965517+00:00
2900007573;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007573;data/raw/html_pocos/2900007573.html;;;2026-04-10T17:28:07.965517+00:00
2900007574;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007574;data/raw/html_pocos/2900007574.html;;;2026-04-10T17:28:08.367005+00:00
2900007574;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007574;data/raw/html_pocos/2900007574.html;;;2026-04-10T17:28:08.367005+00:00
2900007575;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007575;data/raw/html_pocos/2900007575.html;;;2026-04-10T17:28:08.770289+00:00
2900007575;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007575;data/raw/html_pocos/2900007575.html;;;2026-04-10T17:28:08.770289+00:00
2900007576;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007576;data/raw/html_pocos/2900007576.html;;;2026-04-10T17:28:09.170350+00:00
2900007576;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007576;data/raw/html_pocos/2900007576.html;;;2026-04-10T17:28:09.170350+00:00
2900007577;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007577;data/raw/html_pocos/2900007577.html;;;2026-04-10T17:28:09.576620+00:00
2900007577;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007577;data/raw/html_pocos/2900007577.html;;;2026-04-10T17:28:09.576620+00:00
2900007578;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007578;data/raw/html_pocos/2900007578.html;;;2026-04-10T17:28:09.973874+00:00
2900007578;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007578;data/raw/html_pocos/2900007578.html;;;2026-04-10T17:28:09.973874+00:00
2900007579;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007579;data/raw/html_pocos/2900007579.html;;;2026-04-10T17:28:10.372545+00:00
2900007579;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007579;data/raw/html_pocos/2900007579.html;;;2026-04-10T17:28:10.372545+00:00
2900007580;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007580;data/raw/html_pocos/2900007580.html;;;2026-04-10T17:28:10.769332+00:00
2900007580;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007580;data/raw/html_pocos/2900007580.html;;;2026-04-10T17:28:10.769332+00:00
2900007581;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007581;data/raw/html_pocos/2900007581.html;;;2026-04-10T17:28:11.166900+00:00
2900007581;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007581;data/raw/html_pocos/2900007581.html;;;2026-04-10T17:28:11.166900+00:00
2900007582;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007582;data/raw/html_pocos/2900007582.html;;;2026-04-10T17:28:11.567887+00:00
2900007582;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007582;data/raw/html_pocos/2900007582.html;;;2026-04-10T17:28:11.567887+00:00
2900007583;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007583;data/raw/html_pocos/2900007583.html;;;2026-04-10T17:28:11.970767+00:00
2900007583;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007583;data/raw/html_pocos/2900007583.html;;;2026-04-10T17:28:11.970767+00:00
2900007584;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007584;data/raw/html_pocos/2900007584.html;;;2026-04-10T17:28:12.367684+00:00
2900007584;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007584;data/raw/html_pocos/2900007584.html;;;2026-04-10T17:28:12.367684+00:00
2900007585;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007585;data/raw/html_pocos/2900007585.html;;;2026-04-10T17:28:12.766487+00:00
2900007585;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007585;data/raw/html_pocos/2900007585.html;;;2026-04-10T17:28:12.766487+00:00
2900007586;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007586;data/raw/html_pocos/2900007586.html;;;2026-04-10T17:28:13.163375+00:00
2900007586;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007586;data/raw/html_pocos/2900007586.html;;;2026-04-10T17:28:13.163375+00:00
2900007587;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007587;data/raw/html_pocos/2900007587.html;;;2026-04-10T17:28:13.600085+00:00
2900007587;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007587;data/raw/html_pocos/2900007587.html;;;2026-04-10T17:28:13.600085+00:00
2900007588;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007588;data/raw/html_pocos/2900007588.html;;;2026-04-10T17:28:13.996863+00:00
2900007588;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007588;data/raw/html_pocos/2900007588.html;;;2026-04-10T17:28:13.996863+00:00
2900007589;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007589;data/raw/html_pocos/2900007589.html;;;2026-04-10T17:28:14.395615+00:00
2900007589;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007589;data/raw/html_pocos/2900007589.html;;;2026-04-10T17:28:14.395615+00:00
2900007590;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007590;data/raw/html_pocos/2900007590.html;;;2026-04-10T17:28:14.796437+00:00
2900007590;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007590;data/raw/html_pocos/2900007590.html;;;2026-04-10T17:28:14.796437+00:00
2900007591;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007591;data/raw/html_pocos/2900007591.html;;;2026-04-10T17:28:15.203560+00:00
2900007591;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007591;data/raw/html_pocos/2900007591.html;;;2026-04-10T17:28:15.203560+00:00
2900007592;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007592;data/raw/html_pocos/2900007592.html;;;2026-04-10T17:28:15.599360+00:00
2900007592;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007592;data/raw/html_pocos/2900007592.html;;;2026-04-10T17:28:15.599360+00:00
2900007593;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007593;data/raw/html_pocos/2900007593.html;;;2026-04-10T17:28:16.001166+00:00
2900007593;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007593;data/raw/html_pocos/2900007593.html;;;2026-04-10T17:28:16.001166+00:00
2900007594;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007594;data/raw/html_pocos/2900007594.html;;;2026-04-10T17:28:16.403764+00:00
2900007594;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007594;data/raw/html_pocos/2900007594.html;;;2026-04-10T17:28:16.403764+00:00
2900007595;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007595;data/raw/html_pocos/2900007595.html;;;2026-04-10T17:28:16.802141+00:00
2900007595;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007595;data/raw/html_pocos/2900007595.html;;;2026-04-10T17:28:16.802141+00:00
2900007596;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007596;data/raw/html_pocos/2900007596.html;;;2026-04-10T17:28:17.200116+00:00
2900007596;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007596;data/raw/html_pocos/2900007596.html;;;2026-04-10T17:28:17.200116+00:00
2900007597;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007597;data/raw/html_pocos/2900007597.html;;;2026-04-10T17:28:17.597233+00:00
2900007597;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007597;data/raw/html_pocos/2900007597.html;;;2026-04-10T17:28:17.597233+00:00
2900007598;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007598;data/raw/html_pocos/2900007598.html;;;2026-04-10T17:28:17.995008+00:00
2900007598;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007598;data/raw/html_pocos/2900007598.html;;;2026-04-10T17:28:17.995008+00:00
2900007599;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007599;data/raw/html_pocos/2900007599.html;;;2026-04-10T17:28:18.393241+00:00
2900007599;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007599;data/raw/html_pocos/2900007599.html;;;2026-04-10T17:28:18.393241+00:00
2900007600;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007600;data/raw/html_pocos/2900007600.html;;;2026-04-10T17:28:18.793212+00:00
2900007600;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007600;data/raw/html_pocos/2900007600.html;;;2026-04-10T17:28:18.793212+00:00
2900007601;Profundidade Inicial (m):;Perfurador:;;Altura(m):;Diâmetro (mm):;Profundidade Útil:;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007601;data/raw/html_pocos/2900007601.html;;;2026-04-10T17:28:19.192518+00:00
2900007601;Profundidade Inicial (m):;Perfurador:;;;;;https://siagasweb.sgb.gov.br/layout/detalhe.php?ponto=2900007601;data/raw/html_pocos/2900007601.html;;;2026-04-10T17:28:19.192518+00:00
