codigo_ponto;bloco;de_m;ate_m;polegadas;milimetros;material;diametro_pol;diametro_mm;ranhura
2900024703;revestimento;0;24;;;A̤o sem costura com rosca e luva;6;152.4;
2900024703;revestimento;30;36;;;A̤o sem costura com rosca e luva;6;152.4;
2900024703;filtro;24;30;;;Nold galvanizado;6;152.4;0
2900024703;espaco_anular;0;36;;;Material da forma̤̣o;;;
2900000276;diametro;0;75;9 7/8;250.8200;;;;
2900000276;diametro;75;82;6;152.4000;;;;
2900000282;diametro;0;11.7;9;228.6000;;;;
2900000282;diametro;11.7;80;6;152.4000;;;;
2900000282;revestimento;0;11.7;;;A̤o galvanizado com rosca e luva;6;152.4;
2900000282;espaco_anular;0;1.5;;;Cimenta̤̣o;;;
2900000283;diametro;0;16;9;228.6000;;;;
2900000283;diametro;16;62;6;152.4000;;;;
2900000283;revestimento;0;16;;;A̤o galvanizado com rosca e luva;6;152.4;
2900000283;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900000285;diametro;0;20.4;9;228.6000;;;;
2900000285;diametro;20.4;76;6;152.4000;;;;
2900000285;revestimento;0;20.4;;;A̤o galvanizado com rosca e luva;6;152.4;
2900000285;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900006792;diametro;0;41;8;203.2000;;;;
2900006792;diametro;41;91;6;152.4000;;;;
2900006792;revestimento;0;41;;;Nao especificado;6;152.4;
2900006793;diametro;0;22;8;203.2000;;;;
2900006793;diametro;22;102;6;152.4000;;;;
2900006793;revestimento;0;22;;;Nao especificado;6;152.4;
2900006829;diametro;0;45;8;203.2000;;;;
2900006829;diametro;45;74;6;152.4000;;;;
2900006829;revestimento;0;45;;;A̤o sem costura com rosca e luva;6;152.4;
2900006831;diametro;0;20;8;203.2000;;;;
2900006831;diametro;20;105;6;152.4000;;;;
2900006831;revestimento;0;20;;;Nao especificado;6;152.4;
2900008030;diametro;0;33;8;203.2000;;;;
2900008030;diametro;33;70;6;152.4000;;;;
2900008030;revestimento;0;33;;;A̤o sem costura com rosca e luva;6;152.4;
2900008030;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900008031;diametro;0;5;8;203.2000;;;;
2900008031;diametro;5;60;6;152.4000;;;;
2900008031;revestimento;0;5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008031;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900008032;diametro;0;27;8 1/2;215.9000;;;;
2900008032;diametro;27;64;6;152.4000;;;;
2900008032;revestimento;0;27;;;A̤o sem costura com rosca e luva;6;152.4;
2900008032;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900008033;diametro;0;8.5;8;203.2000;;;;
2900008033;diametro;8.5;76;6;152.4000;;;;
2900008033;revestimento;0;8.5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008033;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900008034;diametro;0;29;8;203.2000;;;;
2900008034;diametro;29;100;6;152.4000;;;;
2900008034;revestimento;0;29;;;A̤o sem costura com rosca e luva;6;152.4;
2900008034;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900008035;diametro;0;11;8;203.2000;;;;
2900008035;diametro;11;46;7 7/8;200.0300;;;;
2900008035;revestimento;0;40.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008035;revestimento;41;41.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008035;revestimento;45.5;46;;;A̤o sem costura com rosca e luva;6;152.4;
2900008035;filtro;40.5;41;;;Nao especificado;6;152.4;0.5
2900008035;filtro;41.5;45.5;;;Nao especificado;6;152.4;0.5
2900008035;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900008035;espaco_anular;0.4;46;;;Pre-filtro;;;
2900008036;diametro;0;5.4;8;203.2000;;;;
2900008036;diametro;5.4;93;6;152.4000;;;;
2900008036;revestimento;0;5.4;;;A̤o sem costura com rosca e luva;6;152.4;
2900008036;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008037;diametro;0;21;8;203.2000;;;;
2900008037;diametro;21;44;7 7/8;200.0300;;;;
2900008037;diametro;44;90;6;152.4000;;;;
2900008037;revestimento;0;44;;;A̤o sem costura com rosca e luva;6;152.4;
2900008037;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900008038;diametro;0;50;12 1/2;317.5000;;;;
2900008038;revestimento;0;43;;;A̤o sem costura com rosca e luva;6;152.4;
2900008038;revestimento;46;50;;;A̤o sem costura com rosca e luva;6;152.4;
2900008038;filtro;43;46;;;Espiralado perfil redondo galvan.;6;152.4;0
2900008038;espaco_anular;0;0.9;;;Cimenta̤̣o;;;
2900008038;espaco_anular;0.9;50;;;Pre-filtro;;;
2900008039;diametro;0;59;9;228.6000;;;;
2900008040;diametro;0;32;8 1/2;215.9000;;;;
2900008040;diametro;32;80;6;152.4000;;;;
2900008040;revestimento;0;32;;;A̤o sem costura com rosca e luva;6;152.4;
2900008040;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900008041;diametro;0;8.5;8;203.2000;;;;
2900008041;diametro;8.5;72;6;152.4000;;;;
2900008041;revestimento;0;8.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008041;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900008042;diametro;0;14;8;203.2000;;;;
2900008042;diametro;14;72;6;152.4000;;;;
2900008042;revestimento;0;14;;;A̤o sem costura com rosca e luva;6;152.4;
2900008042;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900008043;diametro;0;53;8;203.2000;;;;
2900008043;diametro;53;80;6;152.4000;;;;
2900008043;revestimento;0;53;;;A̤o sem costura com rosca e luva;6;152.4;
2900008043;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900008044;diametro;0;48;8;203.2000;;;;
2900008044;diametro;48;100;6;152.4000;;;;
2900008044;revestimento;0;48;;;A̤o sem costura com rosca e luva;6;152.4;
2900008044;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900008045;diametro;0;30.5;8 1/2;215.9000;;;;
2900008045;diametro;30.5;54;6;152.4000;;;;
2900008045;revestimento;0;30.5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008045;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008046;diametro;0;6;8;203.2000;;;;
2900008046;diametro;6;80;6;152.4000;;;;
2900008046;revestimento;0;6;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008046;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900008047;diametro;0;13.5;8;203.2000;;;;
2900008047;diametro;13.5;66;6;152.4000;;;;
2900008047;revestimento;0;13.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008047;espaco_anular;0;0.3;;;Cimenta̤̣o;;;
2900008048;diametro;0;7.5;8;203.2000;;;;
2900008048;diametro;7.5;45;6;152.4000;;;;
2900008048;revestimento;0;7.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008048;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900008049;diametro;0;5.5;8;203.2000;;;;
2900008049;diametro;5.5;54;6;152.4000;;;;
2900008049;revestimento;0;5.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008049;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900008050;diametro;0;11.2;8;203.2000;;;;
2900008050;diametro;11.2;78;6;152.4000;;;;
2900008050;revestimento;0;11.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008050;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008051;diametro;0;19;8;203.2000;;;;
2900008051;diametro;19;90;6;152.4000;;;;
2900008051;revestimento;0;19;;;A̤o sem costura com rosca e luva;6;152.4;
2900008051;espaco_anular;0;0.8;;;Cimenta̤̣o;;;
2900008052;diametro;0;15;8;203.2000;;;;
2900008052;diametro;15;72;6;152.4000;;;;
2900008052;revestimento;0;15;;;A̤o sem costura com rosca e luva;6;152.4;
2900008052;espaco_anular;0;1.2;;;Cimenta̤̣o;;;
2900008053;diametro;0;28.5;8 1/2;215.9000;;;;
2900008053;diametro;28.5;70;6;152.4000;;;;
2900008053;revestimento;0;28.5;;;A̤o sem costura com rosca e luva;6;152.4;
2900008053;espaco_anular;0;0.4;;;Cimenta̤̣o;;;
2900008054;diametro;0;7;8;203.2000;;;;
2900008054;diametro;7;102;6;152.4000;;;;
2900008054;revestimento;0;7;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008054;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008055;diametro;0;35.4;8 1/2;215.9000;;;;
2900008055;diametro;35.4;156;6;152.4000;;;;
2900008055;revestimento;0;35.4;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008055;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900008056;diametro;0;5;8;203.2000;;;;
2900008056;diametro;5;105;6;152.4000;;;;
2900008056;revestimento;0;5;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008056;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008057;diametro;0;30;8;203.2000;;;;
2900008057;diametro;30;50;6;152.4000;;;;
2900008057;revestimento;0;30;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008057;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900008058;diametro;0;46;9 7/8;250.8200;;;;
2900008058;diametro;46;96;6;152.4000;;;;
2900008058;revestimento;0;46;;;A̤o sem costura com rosca e luva;6;152.4;
2900008058;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008059;diametro;0;11;8;203.2000;;;;
2900008059;diametro;11;78;6;152.4000;;;;
2900008059;revestimento;0;11;;;A̤o sem costura com rosca e luva;6;152.4;
2900008059;espaco_anular;0;12;;;Cimenta̤̣o;;;
2900008060;diametro;0;5.3;8;203.2000;;;;
2900008060;diametro;5.3;120;6;152.4000;;;;
2900008060;revestimento;0;5.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900008060;espaco_anular;0;0.6;;;Cimenta̤̣o;;;
2900008061;diametro;0;34.7;8 1/2;215.9000;;;;
2900008061;diametro;34.7;70;6;152.4000;;;;
2900008061;revestimento;0;34.7;;;A̤o sem costura com rosca e luva;6;152.4;
2900008061;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900008063;diametro;0;18;8;203.2000;;;;
2900008063;diametro;18;108;6;152.4000;;;;
2900008063;revestimento;0;18;;;A̤o galvanizado com rosca e luva;6;152.4;
2900008063;espaco_anular;0;0.5;;;Cimenta̤̣o;;;
2900022478;diametro;0;5;8;203.2000;;;;
2900022478;diametro;5;120;6;152.4000;;;;
2900022478;revestimento;0;6;;;A̤o sem costura com rosca e luva;6;152.4;
2900022491;diametro;0;11;8;203.2000;;;;
2900022491;diametro;11;72;6;152.4000;;;;
2900022491;revestimento;0;12;;;A̤o sem costura com rosca e luva;6;152.4;
2900023686;diametro;0;5.2;8;203.2000;;;;
2900023686;diametro;5.2;120;6;152.4000;;;;
2900023686;revestimento;0;5.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900023904;diametro;0;4;17 1/2;444.5000;;;;
2900023904;diametro;4;11;12;311.1500;;;;
2900023904;diametro;11;70;8;203.2000;;;;
2900023904;diametro;70;120;6;152.4000;;;;
2900023904;revestimento;0;70;;;Nao especificado;6;152.4;
2900023904;espaco_anular;0;70;;;Material da forma̤̣o;;;
2900024040;diametro;0;23.2;8;203.2000;;;;
2900024040;diametro;23.2;120;6;152.4000;;;;
2900024040;revestimento;0;23.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900024040;espaco_anular;0;23.2;;;Material da forma̤̣o;;;
2900024041;diametro;0;11.2;8;203.2000;;;;
2900024041;diametro;11.2;120;6;152.4000;;;;
2900024041;revestimento;0;11.2;;;A̤o galvanizado com rosca e luva;6;152.4;
2900024041;espaco_anular;0;11.2;;;Material da forma̤̣o;;;
2900024061;diametro;0;35.6;8;203.2000;;;;
2900024061;diametro;35.6;120;6;152.4000;;;;
2900024061;revestimento;0;35.6;;;A̤o sem costura com rosca e luva;6;152.4;
2900024061;espaco_anular;0;35.6;;;Material da forma̤̣o;;;
2900024175;diametro;0;4.9;8;203.2000;;;;
2900024175;diametro;4.9;150;6;152.4000;;;;
2900024175;revestimento;0;4.9;;;A̤o galvanizado com rosca e luva;6;152.4;
2900024175;espaco_anular;0;4.9;;;Material da forma̤̣o;;;
2900024176;diametro;0;51;8;203.2000;;;;
2900024176;diametro;51;156;6;152.4000;;;;
2900024176;revestimento;0;51;;;A̤o sem costura com rosca e luva;6;152.4;
2900024176;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900024176;espaco_anular;1;51;;;Material da forma̤̣o;;;
2900024177;diametro;0;53.3;8;203.2000;;;;
2900024177;diametro;53.3;132;6;152.4000;;;;
2900024177;revestimento;0;30;;;A̤o galvanizado com rosca e luva;6;152.4;
2900024177;revestimento;49;53.3;;;A̤o galvanizado com rosca e luva;6;152.4;
2900024177;filtro;30;49;;;A̤o galvanizado com rosca e luva;6;152.4;0
2900024177;espaco_anular;0;53.3;;;Material da forma̤̣o;;;
2900024177;espaco_anular;0;53.3;;;Brita;;;
2900024184;diametro;0;17.3;8;203.2000;;;;
2900024184;diametro;17.3;150;6;152.4000;;;;
2900024184;revestimento;0;17.3;;;A̤o galvanizado com rosca e luva;6;152.4;
2900024184;espaco_anular;0;17.3;;;Material da forma̤̣o;;;
2900024993;diametro;0;17.3;8;203.2000;;;;
2900024993;diametro;17.3;102;6;152.4000;;;;
2900024993;revestimento;0;17.3;;;A̤o sem costura com rosca e luva;6;152.4;
2900024993;espaco_anular;0;1;;;Cimenta̤̣o;;;
2900024993;espaco_anular;1;17.3;;;Material da forma̤̣o;;;
2900024994;diametro;0;25;8;203.2000;;;;
2900024994;diametro;25;120;6;152.4000;;;;
2900024994;revestimento;0;25;;;A̤o sem costura com rosca e luva;6;152.4;
2900024994;espaco_anular;0;25;;;Material da forma̤̣o;;;
